Date,Value
2011-06-19 12:58:47.606386,1
2011-06-19 13:01:57.269862,0
2011-06-19 13:04:53.030879,1
2011-06-19 13:04:55.779900,2
2011-06-19 13:05:19.873332,1
2011-06-19 13:05:47.563146,2
2011-06-19 13:22:40.318241,3
2011-06-19 13:26:01.953408,2
2011-06-19 13:26:25.560472,1
2011-06-19 13:28:03.858226,0
2011-06-19 15:23:29.661202,1
2011-06-19 15:25:20.030909,2
2011-06-19 15:27:48.237764,1
2011-06-19 15:29:01.856891,0
2011-06-19 17:02:07.095277,1
2011-06-19 17:03:26.213518,2
2011-06-19 17:04:39.878705,1
2011-06-19 17:05:18.757171,0
2011-06-19 17:40:14.947430,1
2011-06-19 17:43:00.773815,0
2011-06-19 17:49:49.286295,1
2011-06-19 17:53:10.723796,0
2011-06-19 19:31:48.033975,1
2011-06-19 19:43:09.462460,0
2011-06-19 19:57:43.905930,1
2011-06-19 20:02:16.594187,0
2011-06-19 20:34:19.138856,1
2011-06-19 20:50:48.116605,2
2011-06-19 20:51:32.240820,3
2011-06-19 21:01:43.543355,2
2011-06-19 21:05:47.585987,1
2011-06-19 21:17:00.188035,2
2011-06-19 21:19:53.502408,1
2011-06-19 21:21:06.765820,2
2011-06-19 21:22:05.312833,1
2011-06-19 21:22:56.494851,2
2011-06-19 21:46:59.882641,1
2011-06-19 21:50:40.293141,0
2011-06-20 07:39:09.170579,1
2011-06-20 07:51:55.247523,0
2011-06-20 08:33:09.229787,1
2011-06-20 08:55:43.265514,0
2011-06-20 10:25:17.101816,1
2011-06-20 10:42:58.580000,0
2011-06-20 10:42:59.852743,1
2011-06-20 11:19:16.203107,2
2011-06-20 11:20:52.628328,1
2011-06-20 11:59:42.194104,2
2011-06-20 12:05:52.455517,1
2011-06-20 12:24:12.309992,0
2011-06-20 16:29:48.047540,1
2011-06-20 16:45:36.363763,2
2011-06-20 16:46:08.331317,1
2011-06-20 16:52:00.261650,0
2011-06-20 17:49:06.858376,1
2011-06-20 17:50:44.634017,2
2011-06-20 17:51:25.632569,1
2011-06-20 17:53:44.341057,0
2011-06-20 19:30:28.946406,1
2011-06-20 19:44:34.852950,0
2011-06-20 19:45:05.267216,1
2011-06-20 19:49:13.330147,0
2011-06-20 20:16:40.365017,1
2011-06-20 20:17:16.888590,2
2011-06-20 20:18:33.607114,1
2011-06-20 20:19:15.148181,0
2011-06-20 20:19:39.456379,1
2011-06-20 20:42:59.030629,0
2011-06-20 20:53:02.889986,1
2011-06-20 20:53:44.346663,2
2011-06-20 21:01:52.866054,1
2011-06-20 21:02:09.396206,2
2011-06-20 21:04:08.785611,1
2011-06-20 21:15:35.029850,2
2011-06-20 21:19:27.581760,1
2011-06-20 21:20:44.254795,2
2011-06-20 21:44:14.465777,1
2011-06-20 21:48:17.118398,0
2011-06-21 03:50:00.667575,1
2011-06-21 03:51:52.581823,0
2011-06-21 07:04:33.859859,1
2011-06-21 09:05:51.717211,2
2011-06-21 09:05:57.786383,3
2011-06-21 09:09:03.884158,2
2011-06-21 09:09:50.860881,3
2011-06-21 09:11:34.603017,2
2011-06-21 09:33:11.938202,1
2011-06-21 09:33:29.040171,0
2011-06-21 10:23:50.867817,1
2011-06-21 10:24:24.249003,0
2011-06-21 10:29:16.671936,1
2011-06-21 10:30:27.321958,0
2011-06-21 10:31:01.064332,1
2011-06-21 10:44:36.716710,0
2011-06-21 12:41:01.536201,1
2011-06-21 12:42:23.605206,0
2011-06-21 12:45:52.599313,1
2011-06-21 12:47:25.929916,0
2011-06-21 13:54:29.910723,1
2011-06-21 13:55:53.222897,0
2011-06-21 13:57:38.503121,1
2011-06-21 13:58:52.681966,0
2011-06-21 16:25:36.950083,1
2011-06-21 16:26:05.241343,2
2011-06-21 16:27:56.208635,1
2011-06-21 16:34:01.104090,0
2011-06-21 16:34:47.336020,1
2011-06-21 16:36:35.807932,0
2011-06-21 16:37:36.699433,1
2011-06-21 16:38:58.668424,0
2011-06-21 17:42:35.248074,1
2011-06-21 17:42:36.136259,0
2011-06-21 17:42:36.832339,1
2011-06-21 17:45:48.587818,2
2011-06-21 17:45:52.651451,1
2011-06-21 17:47:15.362187,2
2011-06-21 17:47:55.451388,1
2011-06-21 17:48:34.104664,0
2011-06-21 20:17:42.899825,1
2011-06-21 20:22:43.947270,0
2011-06-21 20:22:57.001271,1
2011-06-21 20:22:57.087640,2
2011-06-21 20:24:51.004659,1
2011-06-21 20:24:51.808246,0
2011-06-21 20:26:40.292776,1
2011-06-21 20:27:02.420768,0
2011-06-21 20:39:39.459050,1
2011-06-21 20:41:28.967405,0
2011-06-21 21:04:19.659034,1
2011-06-21 21:12:46.568669,0
2011-06-21 21:16:00.616594,1
2011-06-21 21:16:03.038328,2
2011-06-21 21:30:43.574960,1
2011-06-21 21:32:01.355984,2
2011-06-21 21:32:57.412283,1
2011-06-21 21:33:30.318406,2
2011-06-21 21:55:23.185265,1
2011-06-21 21:59:54.235946,0
2011-06-22 07:33:45.329178,1
2011-06-22 08:15:52.892738,2
2011-06-22 08:16:56.124252,1
2011-06-22 08:16:59.768814,2
2011-06-22 08:39:04.100405,1
2011-06-22 08:39:30.164218,0
2011-06-22 10:23:11.322502,1
2011-06-22 10:25:05.495121,0
2011-06-22 10:25:55.077805,1
2011-06-22 11:01:15.073179,2
2011-06-22 11:03:28.899924,1
2011-06-22 11:23:24.472133,0
2011-06-22 13:19:29.162279,1
2011-06-22 13:50:28.147664,0
2011-06-22 15:23:40.827455,1
2011-06-22 15:39:11.422137,2
2011-06-22 16:00:46.092224,1
2011-06-22 16:51:16.179309,2
2011-06-22 16:53:30.935679,1
2011-06-22 17:01:29.980413,0
2011-06-22 17:08:24.262962,1
2011-06-22 17:09:15.200545,0
2011-06-22 17:43:52.452922,1
2011-06-22 17:47:10.263298,0
2011-06-22 17:47:52.448471,1
2011-06-22 17:49:45.061262,2
2011-06-22 17:49:59.884168,1
2011-06-22 17:51:31.680099,0
2011-06-22 17:52:37.550228,1
2011-06-22 17:53:04.562791,0
2011-06-22 19:46:32.956588,1
2011-06-22 19:51:10.314959,0
2011-06-22 20:47:57.429490,1
2011-06-22 20:53:26.902838,0
2011-06-22 21:12:36.043842,1
2011-06-22 21:13:51.156960,2
2011-06-22 21:24:55.596251,1
2011-06-22 21:25:05.039180,2
2011-06-22 21:28:09.630746,1
2011-06-22 21:29:07.831067,2
2011-06-22 21:29:08.820282,3
2011-06-22 21:29:23.149616,2
2011-06-22 21:49:51.932758,1
2011-06-22 21:50:26.096977,2
2011-06-22 22:11:36.268239,1
2011-06-22 22:15:32.102561,0
2011-06-23 05:10:04.880335,1
2011-06-23 05:12:45.944276,0
2011-06-23 07:47:54.150050,1
2011-06-23 08:03:36.173557,2
2011-06-23 08:10:14.364524,1
2011-06-23 08:10:39.580005,2
2011-06-23 08:29:47.017697,3
2011-06-23 08:30:35.960375,2
2011-06-23 08:58:03.736994,1
2011-06-23 09:01:16.850570,0
2011-06-23 10:49:27.159279,1
2011-06-23 11:28:57.992681,2
2011-06-23 11:31:32.189651,1
2011-06-23 11:50:39.409833,0
2011-06-23 14:07:44.443073,1
2011-06-23 14:16:58.651945,0
2011-06-23 14:17:15.396906,1
2011-06-23 14:18:03.503472,0
2011-06-23 14:19:48.576460,1
2011-06-23 14:21:16.316566,0
2011-06-23 15:16:34.140080,1
2011-06-23 15:19:51.322308,0
2011-06-23 15:20:17.269237,1
2011-06-23 15:21:48.874730,0
2011-06-23 15:21:51.579735,1
2011-06-23 15:26:59.539328,0
2011-06-23 16:09:50.525671,1
2011-06-23 16:15:04.794120,0
2011-06-23 16:36:26.869010,1
2011-06-23 16:45:38.069480,0
2011-06-23 17:11:06.398386,1
2011-06-23 17:12:24.944633,0
2011-06-23 17:50:09.293272,1
2011-06-23 17:51:12.166720,2
2011-06-23 17:53:57.876084,1
2011-06-23 17:54:09.149956,0
2011-06-23 19:51:19.160688,1
2011-06-23 19:56:21.211233,0
2011-06-23 19:56:44.317091,1
2011-06-23 19:57:25.837254,0
2011-06-23 20:33:17.929882,1
2011-06-23 20:41:01.879523,2
2011-06-23 21:02:08.554801,3
2011-06-23 21:12:31.140476,2
2011-06-23 21:15:36.908520,1
2011-06-23 21:27:57.904792,2
2011-06-23 21:33:34.404241,1
2011-06-23 21:34:14.342088,2
2011-06-23 21:58:57.579859,1
2011-06-23 22:03:13.446910,0
2011-06-24 07:33:45.053233,1
2011-06-24 07:46:29.331049,0
2011-06-24 07:47:50.110762,1
2011-06-24 08:31:02.054479,2
2011-06-24 08:54:43.496559,1
2011-06-24 08:55:05.052834,0
2011-06-24 10:27:08.968526,1
2011-06-24 10:41:04.682212,2
2011-06-24 11:20:22.692503,3
2011-06-24 11:23:19.992238,2
2011-06-24 11:49:58.523558,1
2011-06-24 11:50:19.637334,0
2011-06-24 13:36:20.896552,1
2011-06-24 13:47:54.337554,0
2011-06-24 13:58:59.478616,1
2011-06-24 14:24:15.424560,0
2011-06-24 15:33:48.962670,1
2011-06-24 15:47:06.988713,2
2011-06-24 15:47:51.677054,1
2011-06-24 15:57:19.303478,0
2011-06-24 16:36:53.460599,1
2011-06-24 16:38:35.975457,0
2011-06-24 16:59:33.971984,1
2011-06-24 17:00:25.096291,0
2011-06-24 17:48:49.161761,1
2011-06-24 17:49:01.858777,2
2011-06-24 17:51:55.096346,1
2011-06-24 17:51:56.655679,0
2011-06-24 19:09:16.993310,1
2011-06-24 19:10:39.204796,2
2011-06-24 19:11:55.917047,3
2011-06-24 19:15:19.290524,2
2011-06-24 19:15:54.846208,3
2011-06-24 19:21:16.651612,2
2011-06-24 19:22:16.596409,1
2011-06-24 21:04:16.722471,2
2011-06-24 21:04:47.607849,3
2011-06-24 21:13:46.208007,4
2011-06-24 21:15:48.871288,3
2011-06-24 21:16:16.614791,4
2011-06-24 21:18:38.536611,3
2011-06-24 21:19:42.865705,4
2011-06-24 21:30:48.053249,3
2011-06-24 21:33:30.077009,2
2011-06-24 21:35:09.636482,1
2011-06-24 21:45:58.526836,2
2011-06-24 21:50:36.595719,1
2011-06-24 21:51:12.850208,2
2011-06-24 22:14:36.441927,1
2011-06-24 22:18:25.833194,0
2011-06-25 07:46:47.172168,1
2011-06-25 08:08:55.654349,2
2011-06-25 08:27:18.367127,3
2011-06-25 08:28:16.802672,2
2011-06-25 08:39:11.454917,3
2011-06-25 08:40:05.216522,2
2011-06-25 08:56:23.683977,1
2011-06-25 08:56:44.335410,0
2011-06-25 10:14:36.426621,1
2011-06-25 10:17:02.841641,0
2011-06-25 10:28:10.847856,1
2011-06-25 10:30:12.641963,0
2011-06-25 11:32:20.577110,1
2011-06-25 11:38:00.400039,0
2011-06-25 11:38:23.770462,1
2011-06-25 11:38:24.713209,0
2011-06-25 11:38:26.054330,1
2011-06-25 11:39:08.523832,2
2011-06-25 11:40:49.674390,1
2011-06-25 11:44:25.157692,0
2011-06-25 12:30:39.925499,1
2011-06-25 12:32:39.201183,0
2011-06-25 14:18:03.813014,1
2011-06-25 14:20:27.242001,0
2011-06-25 14:38:07.307255,1
2011-06-25 14:57:12.154900,2
2011-06-25 15:41:58.869143,3
2011-06-25 16:02:21.140518,2
2011-06-25 16:10:41.598092,1
2011-06-25 16:11:46.031910,0
2011-06-25 17:46:59.891965,1
2011-06-25 17:47:11.099906,2
2011-06-25 17:49:07.782195,1
2011-06-25 17:50:07.066570,0
2011-06-25 21:52:21.543107,1
2011-06-25 21:52:46.735590,2
2011-06-25 21:53:58.616104,3
2011-06-25 21:56:27.294218,4
2011-06-25 21:58:02.558542,3
2011-06-25 21:58:20.294826,2
2011-06-25 21:58:38.281558,1
2011-06-25 22:08:59.075843,2
2011-06-25 22:13:01.739974,1
2011-06-25 22:13:29.446680,2
2011-06-25 22:41:23.332712,1
2011-06-25 22:45:16.779506,0
2011-06-26 07:32:55.897283,1
2011-06-26 09:04:04.348838,2
2011-06-26 09:05:52.417160,1
2011-06-26 09:23:29.604673,0
2011-06-26 10:33:32.033031,1
2011-06-26 10:39:28.842770,0
2011-06-26 11:03:34.825557,1
2011-06-26 11:07:54.647860,0
2011-06-26 11:18:12.196534,1
2011-06-26 11:21:13.657908,0
2011-06-26 11:21:15.439101,1
2011-06-26 11:21:18.509294,0
2011-06-26 12:21:14.344908,1
2011-06-26 12:26:44.408866,0
2011-06-26 12:36:09.830343,1
2011-06-26 12:41:11.965654,0
2011-06-26 13:01:47.517538,1
2011-06-26 13:26:04.102317,2
2011-06-26 13:26:05.437841,3
2011-06-26 13:26:46.642289,2
2011-06-26 13:37:59.375808,1
2011-06-26 13:38:26.289394,0
2011-06-26 15:25:21.678531,1
2011-06-26 15:27:07.704200,0
2011-06-26 15:28:10.839101,1
2011-06-26 15:28:39.264798,0
2011-06-26 16:39:33.515846,1
2011-06-26 16:42:22.310746,0
2011-06-26 17:43:40.851162,1
2011-06-26 17:45:46.215323,2
2011-06-26 17:47:00.726231,1
2011-06-26 17:48:03.754386,2
2011-06-26 17:48:33.769174,1
2011-06-26 17:49:22.769167,0
2011-06-26 19:25:40.520409,1
2011-06-26 19:26:56.027096,2
2011-06-26 19:28:59.383501,1
2011-06-26 19:29:30.328999,2
2011-06-26 19:31:46.656013,1
2011-06-26 19:50:15.796383,0
2011-06-26 19:53:08.429575,1
2011-06-26 20:00:29.546795,0
2011-06-26 20:45:58.695721,1
2011-06-26 20:46:27.744371,2
2011-06-26 21:07:43.017857,3
2011-06-26 21:17:49.568284,2
2011-06-26 21:19:10.432223,1
2011-06-26 21:31:09.507074,2
2011-06-26 21:36:06.074782,1
2011-06-26 21:36:43.029257,2
2011-06-26 21:58:31.599791,1
2011-06-26 22:03:04.643211,0
2011-06-27 07:46:09.493136,1
2011-06-27 08:01:28.340169,2
2011-06-27 08:06:00.613177,1
2011-06-27 08:06:20.470783,2
2011-06-27 08:42:06.795581,1
2011-06-27 08:42:29.308004,0
2011-06-27 10:33:46.012024,1
2011-06-27 11:27:26.000808,2
2011-06-27 11:29:31.303054,1
2011-06-27 11:50:13.962628,0
2011-06-27 15:56:35.374640,1
2011-06-27 15:58:07.728668,0
2011-06-27 16:07:00.297579,1
2011-06-27 16:16:37.128415,2
2011-06-27 16:17:32.042954,1
2011-06-27 16:24:50.485524,0
2011-06-27 16:25:55.120836,1
2011-06-27 16:35:47.401096,0
2011-06-27 17:53:00.944629,1
2011-06-27 17:53:39.496422,2
2011-06-27 17:56:02.317383,1
2011-06-27 17:56:11.298810,0
2011-06-27 19:34:42.067527,1
2011-06-27 19:37:59.673392,0
2011-06-27 19:49:54.855477,1
2011-06-27 19:52:49.990969,0
2011-06-27 20:07:15.364912,1
2011-06-27 20:10:12.266779,0
2011-06-27 20:38:04.825883,1
2011-06-27 20:48:07.006541,0
2011-06-27 21:12:06.058966,1
2011-06-27 21:12:16.827667,2
2011-06-27 21:12:28.786528,3
2011-06-27 21:13:14.990937,4
2011-06-27 21:22:15.441055,3
2011-06-27 21:25:05.608960,2
2011-06-27 21:25:28.867055,1
2011-06-27 21:37:23.740778,2
2011-06-27 21:41:38.169058,1
2011-06-27 21:42:22.753908,2
2011-06-27 22:05:05.658336,1
2011-06-27 22:09:11.330125,0
2011-06-28 04:35:05.823982,1
2011-06-28 04:37:04.992102,0
2011-06-28 07:21:14.819907,1
2011-06-28 08:54:36.867322,2
2011-06-28 08:54:42.253425,3
2011-06-28 08:56:15.371214,2
2011-06-28 09:20:41.447438,1
2011-06-28 09:20:58.387961,2
2011-06-28 09:21:35.793554,1
2011-06-28 09:21:41.918888,0
2011-06-28 09:22:19.644396,1
2011-06-28 09:27:12.781830,2
2011-06-28 09:28:59.413118,1
2011-06-28 09:43:16.640238,2
2011-06-28 09:45:07.393235,1
2011-06-28 09:45:52.489872,0
2011-06-28 09:46:20.806647,1
2011-06-28 09:47:24.982573,0
2011-06-28 12:44:05.734453,1
2011-06-28 12:59:34.480108,0
2011-06-28 15:03:01.259408,1
2011-06-28 15:10:13.232089,2
2011-06-28 15:10:13.930510,1
2011-06-28 15:10:14.443197,2
2011-06-28 15:11:06.468998,1
2011-06-28 15:13:59.313563,0
2011-06-28 16:53:33.636289,1
2011-06-28 16:53:53.270144,0
2011-06-28 17:11:05.915222,1
2011-06-28 17:11:07.410823,2
2011-06-28 17:21:02.110531,3
2011-06-28 17:23:46.565532,2
2011-06-28 17:47:35.508955,3
2011-06-28 17:49:40.865760,4
2011-06-28 17:50:22.579452,3
2011-06-28 17:50:40.187797,2
2011-06-28 17:50:40.810593,1
2011-06-28 17:53:20.288380,0
2011-06-28 19:19:39.111592,1
2011-06-28 19:21:49.754092,0
2011-06-28 20:20:45.649909,1
2011-06-28 20:22:52.149010,0
2011-06-28 20:36:25.564871,1
2011-06-28 21:20:36.154758,2
2011-06-28 21:21:06.806718,3
2011-06-28 21:31:04.364548,2
2011-06-28 21:32:46.826316,1
2011-06-28 21:44:44.581466,2
2011-06-28 21:49:35.719668,1
2011-06-28 21:50:14.201401,2
2011-06-28 22:13:26.347350,1
2011-06-28 22:17:04.577883,0
2011-06-29 07:46:51.030711,1
2011-06-29 08:05:28.024505,0
2011-06-29 08:13:06.290652,1
2011-06-29 08:36:05.624631,0
2011-06-29 08:45:04.371414,1
2011-06-29 08:59:15.882143,0
2011-06-29 10:42:43.613052,1
2011-06-29 10:45:45.229728,0
2011-06-29 10:45:50.257562,1
2011-06-29 10:47:09.087789,2
2011-06-29 11:22:26.416603,3
2011-06-29 11:24:05.880054,2
2011-06-29 11:49:00.113143,1
2011-06-29 11:49:23.089537,0
2011-06-29 11:51:18.596093,1
2011-06-29 13:38:12.291915,0
2011-06-29 14:31:31.583039,1
2011-06-29 14:35:56.899949,0
2011-06-29 14:38:17.207639,1
2011-06-29 14:58:26.932671,2
2011-06-29 15:00:22.748249,1
2011-06-29 15:06:47.719876,0
2011-06-29 15:23:31.297288,1
2011-06-29 15:34:38.351703,0
2011-06-29 16:14:52.029364,1
2011-06-29 16:29:19.527682,2
2011-06-29 16:29:38.310285,1
2011-06-29 16:36:25.072573,0
2011-06-29 17:00:04.804287,1
2011-06-29 17:04:56.621946,0
2011-06-29 17:51:57.281206,1
2011-06-29 17:53:57.544392,2
2011-06-29 17:54:29.691834,1
2011-06-29 17:56:31.629119,0
2011-06-29 19:19:38.590655,1
2011-06-29 19:19:39.890654,2
2011-06-29 19:19:40.558729,1
2011-06-29 19:19:42.085514,2
2011-06-29 19:20:21.939182,1
2011-06-29 19:34:32.570925,0
2011-06-29 19:38:34.460463,1
2011-06-29 19:42:52.536541,0
2011-06-29 20:10:06.890984,1
2011-06-29 20:13:14.354072,0
2011-06-29 20:36:55.064521,1
2011-06-29 20:55:06.290648,2
2011-06-29 20:55:25.990468,3
2011-06-29 21:05:46.508855,2
2011-06-29 21:08:57.985961,1
2011-06-29 21:25:20.840140,2
2011-06-29 21:29:54.414761,1
2011-06-29 21:30:36.610787,2
2011-06-29 22:02:59.434197,1
2011-06-29 22:07:24.704890,0
2011-06-30 04:35:02.452745,1
2011-06-30 04:37:07.388658,0
2011-06-30 07:46:34.171303,1
2011-06-30 07:59:07.275452,0
2011-06-30 07:59:20.802950,1
2011-06-30 08:00:29.858273,2
2011-06-30 08:05:32.628949,1
2011-06-30 08:26:45.791453,2
2011-06-30 08:27:36.066700,1
2011-06-30 08:38:11.748018,2
2011-06-30 08:53:42.875012,1
2011-06-30 08:54:23.830898,0
2011-06-30 10:58:47.780134,1
2011-06-30 11:43:53.822782,2
2011-06-30 11:43:58.957892,3
2011-06-30 11:45:48.470213,2
2011-06-30 11:45:49.790811,1
2011-06-30 11:45:50.607527,2
2011-06-30 12:04:14.469594,1
2011-06-30 12:04:31.782550,0
2011-06-30 13:22:53.499657,1
